,CPU_Usage,Memory_Usage,Disk_IO,Network_IO,WL_Backup,WL_Crypto_Mining,WL_Database_Query,WL_Video_Streaming,WL_Web_Service,Power_Consumption
986,31.35,38.81,4.58,21.79,False,False,False,True,False,3959.3640900100622
988,-1.0,80.64,29.46,5.38,True,False,False,False,False,4680.76830005271
989,21.32,40.98,15.52,4.74,False,False,True,False,False,3408.3555798168522
990,35.85,78.15,38.92,4.34,True,False,False,False,False,6391.249514714264
991,15.03,52.81,6.67,5.72,False,False,False,False,True,3312.93507796846
992,37.81,30.34,11.31,25.12,False,False,False,True,False,4282.221007448816
993,18.17,37.47,15.15,5.8,False,False,False,False,True,3167.882128498068
994,43.61,40.27,10.11,5.74,False,False,False,False,True,4081.378390701177
995,73.4,47.83,9.88,6.2,False,True,False,False,False,5584.081937806936
996,42.09,39.66,8.3,6.17,False,False,True,False,False,3943.408506412483
997,57.55,36.94,13.65,4.35,False,False,True,False,False,4607.194174463051
998,22.67,36.9,5.58,4.48,False,False,True,False,False,2877.356869432444
999,34.86,20.51,-0.25,5.74,False,False,True,False,False,2542.337163092537
1000,29.01,43.77,5.7,4.19,False,False,True,False,False,3413.7556074410104
1001,22.61,46.52,17.14,4.58,False,False,True,False,False,3725.603030890803
1002,16.11,43.0,8.22,5.41,False,False,True,False,False,3017.02679859811
1003,43.2,75.63,41.28,4.72,True,False,False,False,False,6682.3963392724645
1004,29.71,26.71,13.4,4.8,False,False,False,False,True,3078.589269306302
1005,39.24,29.49,14.34,3.81,False,False,True,False,False,3580.0878443991505
1006,30.51,54.9,5.95,4.54,False,False,False,False,True,3936.192111030381
1007,43.51,33.46,5.97,5.08,False,False,False,False,True,3624.813520745716
1008,28.02,31.18,10.93,5.59,False,False,False,False,True,3133.610085742468
1009,8.22,77.35,29.38,5.48,True,False,False,False,False,4911.308399107775
1010,53.38,37.64,10.55,5.62,False,False,True,False,False,4382.528528055534
1011,38.71,49.49,10.65,4.86,False,False,True,False,False,4246.702344259282
1012,19.53,31.71,3.17,4.29,False,False,False,False,True,2457.0368501556086
1013,31.91,39.64,10.73,4.48,False,False,True,False,False,3576.911396603368
1014,30.45,52.57,22.97,6.14,False,False,False,False,True,4583.482713965252
1015,23.92,29.86,3.3,5.43,False,False,False,False,True,2606.4861474320483
1016,35.84,46.14,6.28,4.59,False,False,False,False,True,3806.7799998122164
1017,39.94,53.74,5.74,5.48,False,False,False,False,True,4290.911589334669
1018,25.75,45.0,11.01,4.58,False,False,False,False,True,3551.3784564340895
1019,32.27,46.36,5.89,3.78,False,False,True,False,False,3637.5676543133845
1020,29.95,33.43,8.73,4.03,False,False,True,False,False,3147.0438990954804
1021,36.71,46.04,8.04,3.98,False,False,True,False,False,3894.9477892719374
1022,33.81,35.55,5.49,5.6,False,False,True,False,False,3319.9156757645796
1023,32.68,31.76,7.41,6.33,False,False,True,False,False,3217.719526651443
1024,31.13,48.57,7.89,3.87,False,False,True,False,False,3760.709372740101
1025,43.51,86.46,51.64,5.31,True,False,False,False,False,7572.1096702101995
1026,18.62,43.64,13.26,24.41,False,False,False,True,False,4101.72788411489
1027,17.09,38.57,15.48,2.81,False,False,False,False,True,3062.4672083740224
1028,39.7,44.71,8.16,18.62,False,False,False,True,False,4547.116571952227
1029,30.03,86.15,44.83,3.6,True,False,False,False,False,6690.335667201564
1030,52.06,51.99,3.7,5.79,False,False,True,False,False,4643.107454670386
1031,26.14,44.35,11.2,6.25,False,False,True,False,False,3616.5595542906617
1032,20.83,46.7,15.29,20.99,False,False,False,True,False,4251.494582156287
1033,29.48,45.03,8.41,3.97,False,False,True,False,False,3579.8079712444173
1035,20.61,51.19,8.53,6.45,False,False,False,False,True,3574.7185042943725
1036,24.46,53.09,-0.36,4.05,False,False,True,False,False,3345.475471096873
1037,43.78,41.16,11.95,2.78,False,False,True,False,False,4088.725047350094
1038,20.74,30.4,10.72,21.4,False,False,False,True,False,3429.4229511157787
1039,27.79,40.69,10.96,7.39,False,False,True,False,False,3571.6407531857467
1040,23.31,37.75,5.61,2.6,False,False,True,False,False,2878.263940007402
1041,37.11,71.13,14.04,4.15,False,False,False,False,True,5161.295668031224
1042,28.28,26.4,5.09,4.17,False,False,False,False,True,2669.119395519026
1043,40.48,44.88,6.33,19.29,False,False,False,True,False,4538.404899651412
1044,30.57,42.85,7.22,5.02,False,False,False,False,True,3533.7341910637506
1045,8.95,60.42,10.78,5.4,False,False,True,False,False,3525.3326856934536
1046,14.06,37.9,-2.36,3.32,False,False,False,False,True,2214.8332272510734
1047,19.68,35.6,16.44,5.01,False,False,True,False,False,3167.3716101219084
1048,35.08,38.11,11.16,24.51,False,False,False,True,False,4459.9146687136135
1049,51.85,33.13,18.12,5.38,False,False,True,False,False,4442.537281493847
1050,21.58,41.33,17.54,4.48,False,False,False,False,True,3496.985554535082
1051,9.26,39.78,15.61,19.07,False,False,False,True,False,3453.294682870914
1052,27.78,42.86,8.37,23.7,False,False,False,True,False,4201.684244832586
1053,37.09,40.19,9.31,4.58,False,False,True,False,False,3743.3972806739885
1054,17.3,77.81,15.98,3.75,True,False,False,False,False,4693.5078677714655
1056,25.63,23.74,6.14,5.89,False,False,False,False,True,2551.9841802286846
1057,32.01,41.01,10.21,6.04,False,False,True,False,False,3674.6954306445286
1058,47.42,60.54,1.33,21.11,False,False,False,True,False,5310.506797967958
1059,39.56,63.25,9.91,5.51,False,False,False,False,True,4826.046787708478
1060,42.05,41.83,13.13,4.72,False,False,False,False,True,4164.600126041592
1061,16.08,57.04,9.42,4.65,False,False,False,False,True,3586.3180395066097
1062,33.13,41.3,14.03,4.4,False,False,False,False,True,3814.6732404039817
1063,22.33,40.68,15.14,5.5,False,False,False,False,True,3448.2727161941334
1064,30.32,48.06,10.38,14.88,False,False,False,True,False,4242.053220617477
1065,25.19,65.39,9.8,3.6,False,False,False,False,True,4256.652402930638
1066,78.83,21.01,13.75,6.55,False,True,False,False,False,4902.841636459765
1067,16.19,35.64,8.71,4.93,False,False,False,False,True,2714.723674799331
1068,23.5,46.1,9.75,4.17,False,False,False,False,True,3439.002439098695
1069,31.5,40.98,12.18,5.84,False,False,False,False,True,3718.5667946361737
1070,35.21,44.26,10.2,6.43,False,False,False,False,True,3947.3589555317785
1071,34.8,47.29,6.54,4.34,False,False,False,False,True,3820.54072077494
1072,25.75,50.58,10.96,25.99,False,False,False,True,False,4635.761882288485
1074,17.78,44.2,9.8,3.25,False,False,True,False,False,3110.640840422567
1075,31.37,69.18,9.08,3.87,False,False,False,False,True,4641.334329482994
1076,55.51,46.5,5.59,6.4,False,False,True,False,False,4657.728435427266
1077,22.34,28.72,11.55,3.73,False,False,False,False,True,2746.249827475861
1078,43.69,30.01,-0.3,6.09,False,False,False,False,True,3281.3826483553253
1079,28.75,40.16,11.09,4.55,False,False,True,False,False,3478.7863177532495
1082,27.72,54.39,5.55,3.48,False,False,True,False,False,3748.2731421922877
1083,21.54,84.63,31.69,4.49,True,False,False,False,False,5797.989120777431
1085,19.74,80.31,36.07,3.92,True,False,False,False,False,5703.412095390997
1087,32.91,34.93,7.43,3.8,False,False,False,False,True,3257.6873528109863
1088,24.26,43.35,7.97,2.45,False,False,True,False,False,3218.1208207139825
1089,25.71,44.16,13.0,5.96,False,False,True,False,False,3654.3061220164705
1090,22.65,56.67,11.99,4.13,False,False,True,False,False,3918.0224388538145
1091,16.02,52.03,10.9,5.84,False,False,True,False,False,3491.695998411715
1092,45.81,36.9,9.87,6.46,False,False,False,False,True,4054.7655705244056
1093,24.0,72.21,43.19,5.42,True,False,False,False,False,5884.396052264176
1094,25.99,48.16,7.27,4.32,False,False,False,False,True,3525.8493695501697
1095,21.82,28.66,7.94,4.26,False,False,True,False,False,2601.927904422359
1096,10.25,32.51,12.31,5.29,False,False,True,False,False,2506.531404579164
1097,41.91,31.81,15.46,17.26,False,False,False,True,False,4358.21264741072
1098,33.61,49.68,11.8,3.39,False,False,False,False,True,4044.0164992640225
1099,18.0,46.99,7.95,5.78,False,False,True,False,False,3243.3435841388596
1100,36.1,19.2,13.39,14.6,False,False,False,True,False,3437.8225616991836
1101,46.19,82.08,22.83,6.36,True,False,False,False,False,6404.862855695978
1102,35.98,71.38,28.13,6.39,True,False,False,False,False,5783.518166894204
1103,43.23,38.31,10.4,5.76,False,False,True,False,False,4012.986603894162
1104,37.64,30.2,11.42,21.29,False,False,False,True,False,4115.030139780682
1105,28.71,31.48,6.21,4.02,False,False,True,False,False,2919.604487229758
1106,49.07,25.64,8.7,16.72,False,False,False,True,False,4111.143633644092
1107,14.9,37.79,9.03,5.54,False,False,False,False,True,2796.240550885062
1108,36.55,40.93,10.88,4.03,False,False,False,False,True,3796.7592728171016
1109,31.98,79.95,29.82,5.22,True,False,False,False,False,5977.9645583002775
1110,76.95,33.03,0.92,5.54,False,True,False,False,False,4761.807280742293
1111,32.56,51.93,6.14,4.5,False,False,False,False,True,3911.993131628683
1112,39.12,33.31,12.18,4.69,False,False,False,False,True,3676.0521295961357
1113,19.46,44.28,1.49,4.44,False,False,True,False,False,2890.7419908019597
1114,32.61,39.75,9.21,17.57,False,False,False,True,False,4068.7722053346174
1115,10.01,40.34,13.07,5.38,False,False,True,False,False,2846.2555021059397
1117,13.68,30.95,0.96,4.73,False,False,True,False,False,2124.1972585257454
1119,28.1,25.03,16.82,4.7,False,False,False,False,True,3080.669855783182
1120,11.61,31.85,15.36,16.41,False,False,False,True,False,3109.5786464284115
1121,19.04,39.32,12.16,5.74,False,False,False,False,True,3150.1790650866724
1122,34.46,40.19,7.38,5.54,False,False,True,False,False,3593.7261950310217
1123,20.91,56.85,14.21,5.02,False,False,False,False,True,3976.140679050468
1125,78.35,18.22,6.5,5.16,False,True,False,False,False,4429.411282275826
1126,40.92,25.24,12.28,4.75,False,False,False,False,True,3432.2507580365723
1127,11.07,43.11,4.06,18.01,False,False,False,True,False,3151.1839549188053
1128,30.04,45.92,11.04,4.28,False,False,True,False,False,3755.935777323812
1129,27.95,51.19,7.37,4.48,False,False,True,False,False,3736.01416096724
1130,38.78,32.3,6.83,14.77,False,False,False,True,False,3813.234354189638
1131,24.3,28.21,10.17,3.81,False,False,True,False,False,2766.583682653306
1132,28.29,15.94,2.72,4.58,False,False,True,False,False,2164.64984951748
1133,31.07,36.55,13.44,4.39,False,False,False,False,True,3514.844405721174
1134,3.96,77.37,28.02,4.05,True,False,False,False,False,4629.576771923535
1135,37.56,37.78,3.25,6.77,False,False,False,False,True,3504.3778680757287
1137,39.76,53.99,6.86,18.61,False,False,False,True,False,4869.326873973353
1138,10.21,37.31,9.94,6.59,False,False,True,False,False,2656.518135668937
1139,32.94,42.49,8.37,5.12,False,False,True,False,False,3647.881934378285
1140,24.68,43.85,12.06,4.71,False,False,True,False,False,3513.531256803328
1141,28.3,56.37,9.08,4.98,False,False,False,False,True,4050.89835613516
1142,36.2,69.35,46.84,6.04,True,False,False,False,False,6436.117758498849
1143,73.08,47.45,10.67,5.43,False,True,False,False,False,5562.928236238552
1144,44.07,27.91,2.94,4.86,False,False,False,False,True,3299.5646090526598
1145,28.71,33.48,-0.97,28.0,False,False,False,True,False,3672.420909020262
1146,35.12,46.19,13.68,20.31,False,False,False,True,False,4704.34390854163
1147,25.16,84.21,24.49,2.47,True,False,False,False,False,5557.294698464527
1148,22.13,32.16,19.0,5.86,False,False,False,False,True,3257.1225538352505
1150,36.14,17.45,6.66,4.22,False,False,True,False,False,2669.9545324141736
1151,21.44,76.94,46.19,5.01,True,False,False,False,False,6086.586923814875
1152,27.8,33.55,11.66,6.62,False,False,False,False,True,3288.8306808903067
1153,28.4,92.5,24.44,4.65,True,False,False,False,False,6101.130919312147
1154,36.47,23.72,3.32,30.68,False,False,False,True,False,3870.033343328971
1155,26.35,71.64,55.36,5.47,True,False,False,False,False,6454.683858042514
1156,46.4,28.18,17.26,16.3,False,False,False,True,False,4428.179900317785
1157,29.36,25.49,10.38,6.05,False,False,False,False,True,2942.068970134511
1158,75.8,8.79,11.05,4.74,False,True,False,False,False,4124.353523614388
1159,30.31,46.9,15.44,5.69,False,False,False,False,True,4033.0428169404254
1160,25.71,40.93,3.91,4.99,False,False,False,False,True,3116.1360957351158
1161,20.2,20.43,6.66,5.19,False,False,False,False,True,2192.9382538033697
1162,32.97,27.26,14.2,7.04,False,False,True,False,False,3354.656173390725
1163,41.68,32.76,6.78,6.3,False,False,False,True,False,3599.3297267775156
1164,14.8,49.48,11.12,22.51,False,False,False,True,False,4017.9638295613167
1165,41.25,22.57,12.05,4.72,False,False,False,False,True,3321.5424452288203
1166,15.56,46.87,12.43,4.67,False,False,False,False,True,3285.9460297140436
1167,34.19,42.21,3.65,4.62,False,False,True,False,False,3485.4672373126396
1168,31.84,35.86,14.28,5.15,False,False,True,False,False,3582.3321077049945
1169,40.39,40.93,7.45,2.45,False,False,False,False,True,3746.8616840533705
1170,20.64,28.16,9.58,5.17,False,False,False,False,True,2641.8379050410604
1171,20.6,44.77,18.58,4.9,False,False,True,False,False,3660.023544684687
1172,44.88,85.56,38.51,4.53,True,False,False,False,False,7036.104364466029
1173,31.51,42.98,6.09,5.71,False,False,False,False,True,3542.749648700589
1174,43.33,45.82,8.4,5.54,False,False,True,False,False,4223.338804997849
1175,1.67,86.8,42.61,3.26,True,False,False,False,False,5472.28858348609
1176,47.73,27.78,15.36,25.06,False,False,False,True,False,4744.286222949524
1177,28.69,51.28,5.62,4.19,False,False,False,False,True,3686.996497721729
1178,27.25,48.73,8.05,5.24,False,False,True,False,False,3672.541714027528
1179,30.07,25.21,7.56,3.56,False,False,True,False,False,2756.9750526921957
1180,22.73,47.26,10.82,23.73,False,False,False,True,False,4279.4459309138165
1181,54.97,40.46,6.79,7.82,False,False,True,False,False,4496.668610642542
1182,34.51,35.33,4.58,5.12,False,False,True,False,False,3276.762937407028
1183,20.49,36.58,4.97,20.24,False,False,False,True,False,3391.3271110708724
1185,17.32,38.32,10.34,11.27,False,False,False,True,False,3185.8425050773017
1186,41.79,60.03,11.43,5.14,False,False,False,False,True,4843.802532149469
1188,24.09,39.25,-0.1,5.55,False,False,False,False,True,2857.07617956542
1189,39.74,42.99,6.13,6.9,False,False,True,False,False,3929.521482940005
1190,11.97,81.34,36.29,4.65,True,False,False,False,False,5473.380989017081
1191,33.95,77.87,39.5,4.74,True,False,False,False,False,6347.7187486994535
1192,23.73,40.73,1.88,4.63,False,False,True,False,False,2931.144863232794
1193,25.52,27.85,-1.04,4.77,False,False,False,False,True,2377.9276801489796
1194,31.02,43.33,9.72,4.62,False,False,True,False,False,3649.6542269809993
1195,24.26,78.59,40.79,6.41,True,False,False,False,False,6102.906402772406
1196,17.54,45.23,25.45,5.28,False,False,True,False,False,3847.4066959662846
1197,26.16,42.02,9.91,4.02,False,False,False,False,True,3391.1645266479018
1198,7.31,37.91,5.49,5.34,False,False,False,False,True,2343.913490881066
1199,35.7,36.69,7.41,5.85,False,False,True,False,False,3524.483614020544
1200,10.95,42.58,7.07,19.07,False,False,False,True,False,3290.905445330784
1202,14.42,68.33,8.05,5.18,False,False,False,False,True,3938.044451793124
1203,36.98,31.64,11.54,3.7,False,False,False,False,True,3450.0620671692873
1204,8.16,42.74,14.25,3.73,False,False,False,False,True,2857.413153668524
1205,28.62,45.91,9.47,6.94,False,False,True,False,False,3744.776054671048
1206,26.7,23.01,19.26,4.74,False,False,True,False,False,3045.7799312914303
1208,33.79,46.95,19.56,2.83,False,False,False,False,True,4224.290004438908
1209,6.96,78.19,62.03,4.77,True,False,False,False,False,6180.532075075204
1210,32.92,46.73,6.09,5.26,False,False,False,False,True,3736.125925012444
1211,5.65,46.84,5.93,20.88,False,False,False,True,False,3271.5439664352866
1212,48.34,45.98,6.75,4.72,False,False,True,False,False,4332.096309340414
1214,12.36,81.46,38.14,5.67,True,False,False,False,False,5612.19789297028
1215,31.84,35.8,0.48,6.44,False,False,False,False,True,3080.0963193134617
1216,36.62,28.94,2.72,6.87,False,False,True,False,False,3096.1373906761005
1217,37.21,34.55,24.64,4.01,False,False,True,False,False,4116.139078304128
1218,21.1,46.28,5.47,6.57,False,False,True,False,False,3279.9866815345717
1219,7.76,34.82,8.5,4.37,False,False,True,False,False,2311.235818512323
1220,17.61,49.61,3.12,19.11,False,False,False,True,False,3678.4293936256813
1221,23.43,33.02,6.73,4.61,False,False,False,False,True,2807.6222736746936
1222,16.4,52.28,12.44,28.84,False,False,False,True,False,4495.478357904886
1223,21.83,43.21,-2.02,6.39,False,False,False,False,True,2881.1833588747645
1224,39.82,42.75,3.05,4.52,False,False,False,False,True,3706.75805296795
1225,7.34,36.49,8.86,5.72,False,False,False,False,True,2445.5286957347257
1226,41.01,36.19,15.95,6.57,False,False,True,False,False,4079.5526612578356
1227,30.38,50.92,9.65,2.48,False,False,True,False,False,3833.070101214128
1228,10.1,33.25,9.08,14.51,False,False,False,True,False,2779.8338475105843
1229,46.71,30.99,12.53,4.91,False,False,True,False,False,3903.065634545378
1230,28.81,40.94,1.74,3.96,False,False,True,False,False,3117.3777527422812
1231,36.46,29.01,16.26,5.16,False,False,True,False,False,3569.261560425731
1232,31.63,29.37,9.42,5.61,False,False,False,False,True,3133.513581090454
1233,36.72,41.67,15.9,5.4,False,False,True,False,False,4086.2858808608707
1234,37.46,33.22,9.21,4.46,False,False,False,False,True,3475.3251459209587
1235,46.73,44.42,16.14,3.42,False,False,True,False,False,4525.4037308523675
1236,50.88,47.08,8.25,4.8,False,False,True,False,False,4544.114874382073
1237,30.01,24.56,12.46,5.83,False,False,False,False,True,3007.89676907292
1238,19.01,22.83,3.82,17.87,False,False,False,True,False,2634.993000457775
1239,31.37,40.25,6.42,5.81,False,False,False,False,True,3453.335811878508
1240,32.57,80.59,52.34,4.02,True,False,False,False,False,6873.908245770402
1241,21.87,61.05,10.17,3.62,False,False,True,False,False,3962.526250352784
1242,36.03,47.95,6.15,5.33,False,False,True,False,False,3919.8318941545076
1243,39.76,40.01,13.43,9.23,False,False,False,True,False,4199.907049538797
1244,32.93,27.98,12.27,5.23,False,False,False,False,True,3231.2274617214384
1245,20.02,56.23,19.96,21.96,False,False,False,True,False,4830.238568676704
1246,31.65,57.46,12.49,5.75,False,False,True,False,False,4387.7493705507695
1247,20.02,82.59,43.64,5.17,True,False,False,False,False,6161.53483316938
1248,19.75,45.59,2.51,6.14,False,False,True,False,False,3062.327553944152
1249,20.58,34.52,8.93,5.84,False,False,False,False,True,2879.191799292574
1250,10.92,34.52,15.5,4.81,False,False,False,False,True,2725.26030788091
1251,34.79,31.39,20.89,5.19,False,False,True,False,False,3794.2152185490527
1252,39.05,79.33,34.25,6.66,True,False,False,False,False,6467.7490114451175
1253,26.82,41.17,15.36,12.47,False,False,False,True,False,3943.8789213994587
1254,29.56,35.85,6.49,3.09,False,False,False,False,True,3101.536433993482
1255,35.02,31.09,2.87,5.07,False,False,False,False,True,3065.952430377802
1256,22.86,41.53,12.94,5.73,False,False,True,False,False,3421.048435283715
1257,39.54,52.18,21.01,18.22,False,False,False,True,False,5331.265762993063
1258,42.96,45.66,-1.2,5.01,False,False,False,False,True,3791.8214346792147
1259,43.77,50.2,8.18,5.85,False,False,False,False,True,4417.64156810725
1260,39.96,41.6,18.83,33.93,False,False,False,True,False,5464.830533667681
1261,30.49,47.22,8.17,7.39,False,False,True,False,False,3833.3914689474805
1262,37.62,48.26,4.37,3.91,False,False,False,False,True,3870.733098358956
1263,35.76,72.46,36.85,5.45,True,False,False,False,False,6128.754701043465
1264,19.28,53.02,13.69,6.28,False,False,True,False,False,3791.040400622007
1265,45.49,43.2,16.11,5.13,False,False,True,False,False,4499.418271027055
1266,17.03,33.43,6.17,4.91,False,False,False,False,True,2561.7451978474587
1268,33.98,42.45,13.52,4.88,False,False,False,False,True,3903.02932205389
1269,18.57,40.87,11.17,4.28,False,False,True,False,False,3102.45263504344
1271,21.05,50.63,21.69,4.14,False,False,False,False,True,4005.976201406078
1272,21.31,50.64,5.23,5.45,False,False,False,False,True,3404.241930557168
1273,27.93,29.69,14.11,15.82,False,False,False,True,False,3603.934144268035
1274,34.62,27.67,8.98,4.23,False,False,False,False,True,3115.874786550599
1275,41.72,54.98,5.92,12.72,False,False,False,True,False,4712.771710930118
1276,30.32,58.17,4.98,5.83,False,False,False,False,True,4067.982433358863
1277,40.9,34.29,10.22,5.96,False,False,True,False,False,3757.912818940495
1278,8.61,38.54,16.64,7.21,False,False,True,False,False,2934.1347501494056
1279,48.92,31.16,6.13,4.13,False,False,False,False,True,3710.701219738746
1280,22.83,36.55,11.58,4.43,False,False,False,False,True,3116.0933394168383
1281,28.41,75.41,35.92,3.44,True,False,False,False,False,5817.535740740944
1282,10.61,48.9,3.43,3.23,False,False,False,False,True,2738.081982351805
1283,41.36,38.46,9.19,22.19,False,False,False,True,False,4544.7760098163935
1284,16.57,36.04,21.19,4.06,False,False,True,False,False,3210.086071302423
1285,39.64,36.95,1.35,29.76,False,False,False,True,False,4411.704242178694
1286,43.16,38.55,15.62,5.39,False,False,False,False,True,4201.157803841564
1287,40.83,29.24,6.63,5.96,False,False,True,False,False,3408.9308003061005
1288,12.04,24.17,7.45,4.62,False,False,True,False,False,2034.8049402260444
1289,24.48,29.03,21.46,6.87,False,False,False,False,True,3382.209372394047
1290,45.8,27.88,20.8,10.69,False,False,False,True,False,4308.13137077933
1291,25.23,73.48,26.06,3.36,True,False,False,False,False,5222.6135592180435
1292,44.22,40.17,7.68,2.12,False,False,False,False,True,3858.9862391540596
1293,29.13,89.4,40.21,4.67,True,False,False,False,False,6637.265636863816
1294,22.75,31.25,7.72,6.28,False,False,True,False,False,2818.7554322377855
1295,27.78,49.69,6.84,5.05,False,False,True,False,False,3684.0796359947767
1296,37.92,28.81,18.84,3.94,False,False,False,False,True,3681.8033583422325
1297,23.95,44.98,12.69,23.21,False,False,False,True,False,4289.8590132387335
1298,17.75,31.6,10.14,3.94,False,False,True,False,False,2638.052105593229
1299,26.14,17.95,16.95,3.65,False,False,True,False,False,2688.8594151236393
1301,28.42,43.08,7.0,20.7,False,False,False,True,False,4070.275558930086
1302,50.35,81.79,32.21,5.26,True,False,False,False,False,6881.428317164136
1303,26.38,47.42,9.54,3.92,False,False,False,False,True,3592.0849552157306
1304,29.22,35.44,4.8,5.42,False,False,True,False,False,3103.1773812384013
1305,78.95,40.57,10.57,5.19,False,True,False,False,False,5513.712407513939
1306,20.82,46.41,13.33,14.89,False,False,False,True,False,3919.129903781952
1307,44.49,36.85,8.79,6.47,False,False,False,False,True,3966.688975538344
1308,34.51,49.88,6.23,15.47,False,False,False,True,False,4337.531954540279
1309,26.53,34.14,8.89,3.56,False,False,True,False,False,3032.627156595318
1311,75.26,49.78,5.95,5.86,False,True,False,False,False,5574.743799751588
1312,50.74,32.14,13.45,14.56,False,False,False,True,False,4533.3424861956455
1313,53.25,34.71,14.79,19.47,False,False,False,True,False,4983.413225077451
1314,34.03,44.57,2.87,4.53,False,False,True,False,False,3540.9964430824007
1315,24.83,46.19,16.96,5.11,False,False,True,False,False,3820.2657037795007
1316,17.17,47.17,10.89,4.76,False,False,True,False,False,3299.538827469222
1317,36.91,35.55,10.7,4.95,False,False,False,False,True,3619.587150756885
1319,28.56,38.35,10.16,5.08,False,False,False,False,True,3383.4241871738723
1320,13.46,74.83,33.85,3.42,True,False,False,False,False,5116.816221142193
1321,16.46,47.34,-0.39,4.76,False,False,True,False,False,2832.725195121746
1322,12.67,59.01,17.87,4.42,False,False,True,False,False,3857.7644108381314
1323,24.87,46.83,16.95,28.94,False,False,False,True,False,4808.813287088836
1324,10.21,38.52,8.16,4.54,False,False,True,False,False,2562.3498361279862
1325,41.19,52.74,9.14,6.1,False,False,False,False,True,4465.957739142775
1326,30.29,44.31,8.72,3.66,False,False,True,False,False,3585.319297529327
1327,24.85,38.73,12.2,6.27,False,False,True,False,False,3384.0645454600344
1328,47.02,39.64,9.99,6.57,False,False,False,False,True,4239.341137758031
1329,14.1,33.35,5.49,5.81,False,False,True,False,False,2449.1368324866294
1330,11.66,42.6,5.61,5.3,False,False,False,False,True,2714.1372434446307
1331,26.34,45.04,12.61,26.68,False,False,False,True,False,4526.312756588206
1333,75.98,43.31,11.82,4.32,False,True,False,False,False,5511.563682309223
1334,34.94,38.62,8.83,22.74,False,False,False,True,False,4304.550991362844
1335,43.03,41.38,7.25,5.51,False,False,False,False,True,3981.8860795662126
1336,15.83,23.32,8.92,14.92,False,False,False,True,False,2613.824760461739
1337,15.18,26.61,10.68,4.67,False,False,True,False,False,2388.5746191474286
1338,35.17,35.0,9.68,6.41,False,False,True,False,False,3551.9852102646473
1339,16.17,49.02,13.92,4.1,False,False,False,False,True,3427.743019584972
1340,25.6,34.05,10.17,5.74,False,False,False,False,True,3131.8046025658914
1341,27.27,49.7,4.51,4.38,False,False,True,False,False,3530.3796021238395
1342,41.41,28.2,13.09,3.32,False,False,True,False,False,3538.0480450551668
1343,26.19,27.31,9.16,5.6,False,False,False,False,True,2835.5802497927657
1344,24.36,36.3,9.24,18.27,False,False,False,True,False,3623.5203087784416
1345,35.31,33.37,10.19,4.69,False,False,False,False,True,3434.7980501047714
1346,58.61,42.98,4.32,3.97,False,False,True,False,False,4495.350233789845
1347,27.56,42.95,13.47,9.86,False,False,False,True,False,3863.4052691561233
1348,32.38,30.04,2.83,5.12,False,False,True,False,False,2914.5190099417155
1349,34.02,53.21,10.54,4.09,False,False,True,False,False,4176.776525322292
1350,35.39,52.23,12.36,16.1,False,False,False,True,False,4749.322777611015
1351,29.34,36.42,16.14,13.95,False,False,False,True,False,3941.6688002282613
1352,37.98,41.76,3.66,6.79,False,False,False,False,True,3700.823032301574
1353,42.69,82.46,22.77,6.42,True,False,False,False,False,6268.897698960828
1354,19.61,52.92,12.95,32.7,False,False,False,True,False,4829.217879652527
1355,2.97,43.39,8.26,19.63,False,False,False,True,False,3071.7925044448907
1356,38.96,22.6,9.01,6.17,False,False,True,False,False,3169.7301140060563
1357,30.2,31.98,12.89,5.46,False,False,False,False,True,3318.8788706647138
1358,27.78,40.68,12.42,22.76,False,False,False,True,False,4242.316658400893
1359,20.49,46.96,7.42,3.98,False,False,False,False,True,3256.9329000447647
1360,-2.54,51.95,2.23,6.57,False,False,True,False,False,2426.8260605521505
1361,33.91,45.82,9.92,6.16,False,False,False,False,True,3929.9592431158226
1362,20.2,46.54,6.42,4.9,False,False,False,False,True,3218.23718414429
1363,28.92,85.56,41.85,6.4,True,False,False,False,False,6606.505532940786
1364,44.18,78.31,41.96,4.94,True,False,False,False,False,6868.2504250771635
1365,44.75,38.07,11.09,6.29,False,False,True,False,False,4113.306448180049
1366,35.03,39.65,13.64,5.59,False,False,False,False,True,3851.5351179252552
1367,51.43,35.3,10.79,6.16,False,False,False,False,True,4245.114320640764
1368,18.49,30.35,6.74,5.04,False,False,False,False,True,2521.314359124681
1369,27.12,42.45,8.65,3.46,False,False,False,False,True,3367.2544894675616
1370,26.91,55.45,12.59,6.27,False,False,True,False,False,4148.765392883262
1371,27.84,28.22,17.35,4.38,False,False,False,False,True,3203.1875066217012
1372,18.59,36.12,12.01,3.55,False,False,True,False,False,2903.8182690218314
1373,17.11,40.58,14.56,5.42,False,False,True,False,False,3207.0796430240525
1374,34.47,39.92,14.85,3.3,False,False,False,False,True,3804.23463571687
1375,22.13,42.03,13.41,5.96,False,False,False,False,True,3443.862659730574
1376,41.26,38.43,9.99,5.6,False,False,True,False,False,3913.1523066149457
1378,30.61,23.78,5.43,2.87,False,False,False,False,True,2611.170175348702
1380,32.33,28.65,5.88,16.27,False,False,False,True,False,3431.047364109556
1381,26.07,32.38,6.2,4.61,False,False,False,False,True,2875.073766720224
1382,23.29,41.35,8.43,3.4,False,False,False,False,True,3149.4367461118563
